,Bedrooms,Capacity,Price,Review_Count,Room_Type,Star_Rating,Avg_Price,log_Price,log_Avg_Price,log_Review_Count,Has_Star_Rating,City_NY,City_SF
7,1.0,2,100,0,1,0.0,97.5573770492,4.60517018599,4.46457590193,0.0,0,1.0,0.0
8,1.0,1,40,44,1,5.0,97.5573770492,3.68887945411,4.46457590193,3.78418963392,1,1.0,0.0
9,1.0,4,135,10,2,4.5,97.5573770492,4.90527477844,4.46457590193,2.30258509299,1,1.0,0.0
10,1.0,1,39,13,1,4.5,97.5573770492,3.66356164613,4.46457590193,2.56494935746,1,1.0,0.0
11,1.0,2,60,5,1,5.0,97.5573770492,4.09434456222,4.46457590193,1.60943791243,1,1.0,0.0
12,1.0,1,65,3,1,4.0,97.5573770492,4.1743872699,4.46457590193,1.09861228867,1,1.0,0.0
13,1.0,2,65,0,1,0.0,97.5573770492,4.1743872699,4.46457590193,0.0,0,1.0,0.0
14,0.0,2,89,1,2,0.0,97.5573770492,4.48863636973,4.46457590193,0.0,0,1.0,0.0
15,2.0,4,75,3,2,5.0,97.5573770492,4.31748811354,4.46457590193,1.09861228867,1,1.0,0.0
16,1.0,2,52,13,1,5.0,97.5573770492,3.95124371858,4.46457590193,2.56494935746,1,1.0,0.0
17,0.0,3,115,5,2,4.5,97.5573770492,4.74493212836,4.46457590193,1.60943791243,1,1.0,0.0
0,1.0,2,70,0,1,0.0,97.5573770492,4.24849524205,4.46457590193,0.0,0,1.0,0.0
1,1.0,2,95,28,1,4.5,97.5573770492,4.5538768916,4.46457590193,3.33220451018,1,1.0,0.0
2,1.0,2,65,128,1,5.0,97.5573770492,4.1743872699,4.46457590193,4.85203026392,1,1.0,0.0
3,0.0,2,106,2,2,0.0,97.5573770492,4.66343909411,4.46457590193,0.69314718056,0,1.0,0.0
4,1.0,2,95,132,1,4.5,97.5573770492,4.5538768916,4.46457590193,4.88280192259,1,1.0,0.0
5,1.0,2,190,0,2,0.0,97.5573770492,5.24702407216,4.46457590193,0.0,0,1.0,0.0
