,Bedrooms,Capacity,Id,Price,Property_Type,Review_Count,Room_Type,Star_Rating
2,1,2,5406041,100,Apartment,3,Private room,5.0
3,1,2,11973178,85,Apartment,0,Private room,0.0
4,1,3,4595015,100,Apartment,14,Private room,4.5
5,1,2,11842300,120,Apartment,1,Entire home/apt,0.0
6,1,2,10167860,99,Apartment,12,Private room,5.0
7,1,2,1514228,105,Apartment,18,Entire home/apt,5.0
8,1,2,3881808,90,Apartment,11,Entire home/apt,5.0
9,1,2,7064148,90,Apartment,18,Private room,5.0
10,1,2,393016,104,Apartment,81,Private room,4.5
11,1,3,8931436,110,Apartment,2,Entire home/apt,0.0
12,1,2,11971016,138,Apartment,0,Entire home/apt,0.0
13,1,1,2631224,68,Apartment,54,Private room,5.0
14,1,1,10339057,50,Apartment,2,Private room,0.0
15,1,2,4492803,89,Apartment,39,Private room,5.0
16,1,2,8485057,80,Apartment,10,Entire home/apt,5.0
17,1,1,20299,65,Apartment,114,Private room,4.5
0,0,2,8761111,70,Apartment,20,Entire home/apt,5.0
1,1,2,10500406,80,Apartment,2,Private room,0.0
2,2,4,9241147,110,Apartment,4,Entire home/apt,5.0
3,1,1,9756258,65,Apartment,2,Private room,0.0
4,1,2,11604307,60,Apartment,2,Private room,0.0
5,1,2,2657484,45,Apartment,16,Private room,5.0
6,1,2,9414324,49,House,22,Private room,5.0
7,2,4,11920151,249,Apartment,1,Entire home/apt,0.0
8,0,4,11782016,169,Apartment,2,Entire home/apt,0.0
9,1,1,11828091,40,Apartment,1,Private room,0.0
10,1,2,11880867,59,Apartment,1,Private room,0.0
11,1,2,4268286,80,House,35,Private room,4.5
12,1,2,4786442,120,Apartment,5,Entire home/apt,5.0
13,1,2,10886453,50,Apartment,2,Private room,0.0
14,1,3,4649627,135,House,15,Private room,5.0
15,0,2,8101258,110,Apartment,9,Entire home/apt,4.5
16,1,2,6662487,60,Apartment,11,Private room,4.0
17,1,2,5276908,110,Apartment,3,Entire home/apt,5.0
0,0,2,12136198,191,Apartment,1,Entire home/apt,0.0
1,1,4,11903660,150,Apartment,0,Entire home/apt,0.0
2,1,2,9824463,65,Apartment,4,Private room,4.0
3,1,1,7694064,85,Apartment,6,Private room,4.5
4,1,2,11789389,60,Loft,1,Private room,0.0
5,1,1,7645405,85,House,27,Private room,5.0
6,1,2,11156918,100,Apartment,1,Entire home/apt,0.0
7,1,2,257568,45,House,36,Private room,5.0
8,1,2,5658636,70,Apartment,4,Private room,5.0
9,1,2,281097,199,Apartment,22,Entire home/apt,5.0
10,1,2,7430873,100,Apartment,21,Private room,5.0
11,0,2,11083755,110,Apartment,5,Entire home/apt,4.5
12,1,2,11842300,120,Apartment,1,Entire home/apt,0.0
13,1,2,567281,89,House,93,Entire home/apt,4.5
14,1,1,6304002,48,Apartment,5,Private room,5.0
15,1,2,3797531,100,House,26,Private room,5.0
16,1,2,1217318,85,Apartment,108,Private room,4.5
17,1,3,801281,170,Apartment,21,Entire home/apt,5.0
0,1,2,3351165,60,Apartment,5,Private room,5.0
1,0,1,4141987,110,Apartment,12,Entire home/apt,5.0
2,1,2,9046316,60,Apartment,2,Private room,0.0
3,1,2,10069376,64,Apartment,3,Private room,5.0
4,1,2,8992209,90,Apartment,5,Private room,5.0
5,1,2,9923887,50,Apartment,15,Private room,5.0
6,1,2,9063139,100,Apartment,3,Private room,5.0
7,1,3,4160934,73,House,28,Private room,4.0
8,1,2,911191,59,Apartment,105,Private room,5.0
9,3,8,12033968,215,Apartment,0,Entire home/apt,0.0
10,1,2,6684562,90,Apartment,4,Private room,5.0
11,1,3,1117516,99,Apartment,87,Entire home/apt,4.5
12,1,2,10364604,75,Apartment,6,Private room,5.0
13,0,2,9394266,100,Apartment,17,Entire home/apt,4.5
14,1,2,8387361,100,Apartment,8,Private room,5.0
15,1,3,5766895,200,Apartment,4,Entire home/apt,5.0
16,1,2,7344066,250,Apartment,12,Entire home/apt,4.5
17,1,1,6612664,65,Apartment,0,Private room,0.0
0,1,2,4831403,66,Apartment,15,Private room,4.5
1,1,2,5602200,75,Apartment,6,Entire home/apt,5.0
2,1,1,11123451,20,Apartment,2,Shared room,0.0
3,1,2,8239352,50,Apartment,12,Private room,4.5
4,1,2,8439758,125,Apartment,9,Entire home/apt,5.0
5,1,2,10104123,70,Apartment,3,Private room,5.0
6,1,2,9824463,65,Apartment,4,Private room,4.0
7,1,2,7790083,63,Apartment,5,Private room,4.5
8,1,1,5592647,85,Apartment,22,Private room,5.0
9,0,2,9096720,50,Apartment,18,Entire home/apt,4.5
10,1,2,10770544,61,Apartment,1,Private room,0.0
11,1,1,10043750,60,Apartment,1,Private room,0.0
12,1,1,4165037,66,Apartment,44,Shared room,4.5
13,0,2,11363556,140,Apartment,1,Entire home/apt,0.0
14,1,2,2371377,96,Apartment,6,Entire home/apt,4.5
15,1,2,4257354,105,Apartment,100,Private room,4.5
16,0,4,2159898,185,Apartment,88,Entire home/apt,5.0
17,1,1,8782030,65,Apartment,0,Private room,0.0
